time,id,pos,sugar,age,vision,metabolism,sex,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,chose_not_to_reproduce,traits
0,13,"(17, 26)",14.0,0,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.41, conscientiousness = 3.79, extraversion = 2.62, agreeableness = 3.46, neuroticism = 3.31)"
0,14,"(13, 40)",10.0,0,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.46, conscientiousness = 4.31, extraversion = 3.58, agreeableness = 4.54, neuroticism = 1.44)"
0,15,"(28, 20)",5.0,0,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 2.84, conscientiousness = 2.99, extraversion = 3.68, agreeableness = 3.77, neuroticism = 2.64)"
0,16,"(38, 38)",11.0,0,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.46, conscientiousness = 4.2, extraversion = 3.0, agreeableness = 3.12, neuroticism = 1.0)"
0,17,"(13, 44)",22.0,0,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.99, conscientiousness = 2.65, extraversion = 3.93, agreeableness = 3.08, neuroticism = 3.32)"
0,18,"(50, 21)",11.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 2.98, conscientiousness = 4.66, extraversion = 1.55, agreeableness = 2.68, neuroticism = 2.93)"
0,19,"(48, 27)",22.0,0,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.36, conscientiousness = 4.47, extraversion = 2.89, agreeableness = 4.46, neuroticism = 3.43)"
0,20,"(13, 9)",14.0,0,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.33, conscientiousness = 3.75, extraversion = 4.64, agreeableness = 4.79, neuroticism = 2.02)"
0,21,"(6, 20)",24.0,0,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.84, conscientiousness = 2.85, extraversion = 1.21, agreeableness = 2.1, neuroticism = 2.6)"
0,22,"(20, 18)",25.0,0,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.46, conscientiousness = 3.13, extraversion = 3.29, agreeableness = 3.67, neuroticism = 3.04)"
0,23,"(31, 2)",23.0,0,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.6, conscientiousness = 3.31, extraversion = 2.41, agreeableness = 3.86, neuroticism = 3.85)"
0,24,"(12, 50)",14.0,0,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.7, conscientiousness = 3.69, extraversion = 3.88, agreeableness = 4.33, neuroticism = 4.16)"
0,25,"(10, 9)",18.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 5.0, conscientiousness = 5.0, extraversion = 4.81, agreeableness = 3.2, neuroticism = 1.68)"
0,26,"(44, 18)",19.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.58, conscientiousness = 4.33, extraversion = 3.64, agreeableness = 4.06, neuroticism = 2.51)"
0,27,"(37, 1)",25.0,0,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 2.93, conscientiousness = 3.38, extraversion = 3.51, agreeableness = 4.19, neuroticism = 3.67)"
0,28,"(26, 19)",5.0,0,2,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.79, conscientiousness = 3.23, extraversion = 2.64, agreeableness = 3.25, neuroticism = 3.34)"
0,29,"(43, 15)",14.0,0,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.36, conscientiousness = 1.65, extraversion = 2.66, agreeableness = 2.63, neuroticism = 4.06)"
0,30,"(17, 36)",19.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.75, conscientiousness = 3.44, extraversion = 3.17, agreeableness = 2.83, neuroticism = 2.93)"
0,31,"(19, 39)",20.0,0,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.94, conscientiousness = 3.27, extraversion = 3.02, agreeableness = 3.64, neuroticism = 3.86)"
0,32,"(25, 41)",16.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.66, conscientiousness = 2.93, extraversion = 2.26, agreeableness = 4.21, neuroticism = 3.73)"
0,33,"(26, 2)",7.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.76, conscientiousness = 3.36, extraversion = 3.05, agreeableness = 3.3, neuroticism = 3.58)"
0,34,"(5, 33)",24.0,0,1,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.2, conscientiousness = 3.45, extraversion = 2.07, agreeableness = 3.26, neuroticism = 2.36)"
0,35,"(31, 50)",13.0,0,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 2.57, conscientiousness = 3.04, extraversion = 2.11, agreeableness = 3.89, neuroticism = 1.85)"
0,36,"(43, 42)",6.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.2, conscientiousness = 1.43, extraversion = 2.66, agreeableness = 3.55, neuroticism = 3.95)"
0,37,"(24, 8)",5.0,0,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.48, conscientiousness = 2.14, extraversion = 3.12, agreeableness = 3.27, neuroticism = 3.58)"
0,38,"(38, 17)",17.0,0,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.29, conscientiousness = 2.93, extraversion = 3.92, agreeableness = 3.97, neuroticism = 4.12)"
0,39,"(9, 24)",15.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 5.0, conscientiousness = 2.35, extraversion = 3.77, agreeableness = 4.66, neuroticism = 1.81)"
0,40,"(19, 35)",21.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.49, conscientiousness = 4.22, extraversion = 2.28, agreeableness = 4.35, neuroticism = 3.75)"
0,41,"(2, 18)",6.0,0,1,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.12, conscientiousness = 4.06, extraversion = 1.26, agreeableness = 3.41, neuroticism = 2.73)"
0,42,"(23, 13)",16.0,0,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.01, conscientiousness = 2.16, extraversion = 2.69, agreeableness = 3.54, neuroticism = 3.84)"
0,43,"(48, 9)",10.0,0,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.86, conscientiousness = 3.58, extraversion = 2.59, agreeableness = 3.85, neuroticism = 2.26)"
0,44,"(10, 1)",18.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.79, conscientiousness = 3.2, extraversion = 3.55, agreeableness = 5.0, neuroticism = 3.85)"
0,45,"(44, 32)",14.0,0,6,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.49, conscientiousness = 2.75, extraversion = 1.67, agreeableness = 3.72, neuroticism = 3.14)"
0,46,"(23, 40)",21.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.86, conscientiousness = 1.91, extraversion = 3.11, agreeableness = 4.08, neuroticism = 2.6)"
0,47,"(5, 12)",11.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.33, conscientiousness = 2.92, extraversion = 3.01, agreeableness = 3.19, neuroticism = 2.37)"
0,48,"(44, 33)",18.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 4.66, conscientiousness = 3.07, extraversion = 3.13, agreeableness = 2.7, neuroticism = 5.0)"
0,49,"(6, 24)",13.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.51, conscientiousness = 2.73, extraversion = 2.94, agreeableness = 3.17, neuroticism = 2.97)"
0,50,"(14, 21)",25.0,0,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(openness = 3.89, conscientiousness = 2.44, extraversion = 2.74, agreeableness = 3.75, neuroticism = 3.1)"
1,1,"(2, 21)",7.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.56, conscientiousness = 3.05, extraversion = 3.38, agreeableness = 4.38, neuroticism = 3.59)"
1,2,"(11, 46)",8.0,1,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.93, conscientiousness = 3.85, extraversion = 2.52, agreeableness = 3.67, neuroticism = 3.04)"
1,3,"(30, 6)",13.0,1,1,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.41, conscientiousness = 3.9, extraversion = 1.74, agreeableness = 3.06, neuroticism = 3.73)"
1,4,"(5, 12)",25.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],[47],false,false,"(openness = 2.62, conscientiousness = 3.12, extraversion = 3.71, agreeableness = 2.84, neuroticism = 2.05)"
1,5,"(5, 35)",23.0,1,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 2.85, conscientiousness = 3.05, extraversion = 1.0, agreeableness = 2.42, neuroticism = 5.0)"
1,6,"(24, 28)",10.0,1,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.11, conscientiousness = 3.54, extraversion = 2.91, agreeableness = 4.04, neuroticism = 2.98)"
1,7,"(9, 40)",10.0,1,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.01, conscientiousness = 3.59, extraversion = 3.06, agreeableness = 3.35, neuroticism = 2.91)"
1,8,"(33, 21)",14.0,1,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.09, conscientiousness = 3.16, extraversion = 1.85, agreeableness = 2.4, neuroticism = 2.64)"
1,10,"(39, 45)",13.0,1,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.44, conscientiousness = 3.68, extraversion = 3.12, agreeableness = 4.18, neuroticism = 3.5)"
1,11,"(35, 3)",9.0,1,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.05, conscientiousness = 3.5, extraversion = 2.9, agreeableness = 3.46, neuroticism = 3.31)"
1,12,"(21, 9)",7.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.43, conscientiousness = 3.4, extraversion = 1.82, agreeableness = 3.09, neuroticism = 4.09)"
1,13,"(17, 29)",12.0,1,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.41, conscientiousness = 3.79, extraversion = 2.62, agreeableness = 3.46, neuroticism = 3.31)"
1,14,"(13, 39)",12.0,1,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.46, conscientiousness = 4.31, extraversion = 3.58, agreeableness = 4.54, neuroticism = 1.44)"
1,15,"(27, 18)",6.0,1,4,2,female,Int64[],false,0.0,Int64[],Int64[],[28],false,false,"(openness = 2.84, conscientiousness = 2.99, extraversion = 3.68, agreeableness = 3.77, neuroticism = 2.64)"
1,16,"(38, 38)",8.0,1,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.46, conscientiousness = 4.2, extraversion = 3.0, agreeableness = 3.12, neuroticism = 1.0)"
1,17,"(13, 43)",23.0,1,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.99, conscientiousness = 2.65, extraversion = 3.93, agreeableness = 3.08, neuroticism = 3.32)"
1,18,"(50, 21)",7.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 2.98, conscientiousness = 4.66, extraversion = 1.55, agreeableness = 2.68, neuroticism = 2.93)"
1,19,"(48, 27)",20.0,1,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.36, conscientiousness = 4.47, extraversion = 2.89, agreeableness = 4.46, neuroticism = 3.43)"
1,20,"(13, 9)",13.0,1,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.33, conscientiousness = 3.75, extraversion = 4.64, agreeableness = 4.79, neuroticism = 2.02)"
1,21,"(6, 20)",23.0,1,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.84, conscientiousness = 2.85, extraversion = 1.21, agreeableness = 2.1, neuroticism = 2.6)"
1,22,"(20, 18)",22.0,1,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.46, conscientiousness = 3.13, extraversion = 3.29, agreeableness = 3.67, neuroticism = 3.04)"
1,23,"(31, 4)",25.0,1,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.6, conscientiousness = 3.31, extraversion = 2.41, agreeableness = 3.86, neuroticism = 3.85)"
1,24,"(13, 47)",15.0,1,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.7, conscientiousness = 3.69, extraversion = 3.88, agreeableness = 4.33, neuroticism = 4.16)"
1,25,"(10, 9)",15.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 5.0, conscientiousness = 5.0, extraversion = 4.81, agreeableness = 3.2, neuroticism = 1.68)"
1,26,"(44, 17)",18.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.58, conscientiousness = 4.33, extraversion = 3.64, agreeableness = 4.06, neuroticism = 2.51)"
1,27,"(36, 1)",24.0,1,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 2.93, conscientiousness = 3.38, extraversion = 3.51, agreeableness = 4.19, neuroticism = 3.67)"
1,29,"(41, 14)",13.0,1,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.36, conscientiousness = 1.65, extraversion = 2.66, agreeableness = 2.63, neuroticism = 4.06)"
1,31,"(18, 39)",22.0,1,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.94, conscientiousness = 3.27, extraversion = 3.02, agreeableness = 3.64, neuroticism = 3.86)"
1,32,"(25, 41)",14.0,1,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.66, conscientiousness = 2.93, extraversion = 2.26, agreeableness = 4.21, neuroticism = 3.73)"
1,33,"(27, 2)",5.0,1,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.76, conscientiousness = 3.36, extraversion = 3.05, agreeableness = 3.3, neuroticism = 3.58)"
1,34,"(6, 33)",22.0,1,1,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.2, conscientiousness = 3.45, extraversion = 2.07, agreeableness = 3.26, neuroticism = 2.36)"
1,35,"(31, 50)",11.0,1,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 2.57, conscientiousness = 3.04, extraversion = 2.11, agreeableness = 3.89, neuroticism = 1.85)"
1,36,"(43, 42)",5.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.2, conscientiousness = 1.43, extraversion = 2.66, agreeableness = 3.55, neuroticism = 3.95)"
1,37,"(28, 8)",5.0,1,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.48, conscientiousness = 2.14, extraversion = 3.12, agreeableness = 3.27, neuroticism = 3.58)"
1,38,"(38, 16)",19.0,1,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.29, conscientiousness = 2.93, extraversion = 3.92, agreeableness = 3.97, neuroticism = 4.12)"
1,39,"(9, 24)",14.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 5.0, conscientiousness = 2.35, extraversion = 3.77, agreeableness = 4.66, neuroticism = 1.81)"
1,40,"(17, 36)",39.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],[30],false,false,"(openness = 3.49, conscientiousness = 4.22, extraversion = 2.28, agreeableness = 4.35, neuroticism = 3.75)"
1,41,"(2, 18)",3.0,1,1,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.12, conscientiousness = 4.06, extraversion = 1.26, agreeableness = 3.41, neuroticism = 2.73)"
1,42,"(24, 13)",17.0,1,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.01, conscientiousness = 2.16, extraversion = 2.69, agreeableness = 3.54, neuroticism = 3.84)"
1,43,"(46, 9)",8.0,1,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.86, conscientiousness = 3.58, extraversion = 2.59, agreeableness = 3.85, neuroticism = 2.26)"
1,44,"(10, 1)",15.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.79, conscientiousness = 3.2, extraversion = 3.55, agreeableness = 5.0, neuroticism = 3.85)"
1,46,"(22, 40)",22.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.86, conscientiousness = 1.91, extraversion = 3.11, agreeableness = 4.08, neuroticism = 2.6)"
1,48,"(44, 32)",25.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],[45],false,false,"(openness = 4.66, conscientiousness = 3.07, extraversion = 3.13, agreeableness = 2.7, neuroticism = 5.0)"
1,49,"(6, 24)",12.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.51, conscientiousness = 2.73, extraversion = 2.94, agreeableness = 3.17, neuroticism = 2.97)"
1,50,"(13, 19)",36.0,1,5,2,female,Int64[],false,0.0,Int64[],Int64[],[9],false,false,"(openness = 3.89, conscientiousness = 2.44, extraversion = 2.74, agreeableness = 3.75, neuroticism = 3.1)"
2,1,"(50, 21)",8.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],[18],false,false,"(openness = 4.56, conscientiousness = 3.05, extraversion = 3.38, agreeableness = 4.38, neuroticism = 3.59)"
2,2,"(14, 43)",11.0,2,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.93, conscientiousness = 3.85, extraversion = 2.52, agreeableness = 3.67, neuroticism = 3.04)"
2,3,"(29, 6)",12.0,2,1,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.41, conscientiousness = 3.9, extraversion = 1.74, agreeableness = 3.06, neuroticism = 3.73)"
2,4,"(5, 12)",23.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 2.62, conscientiousness = 3.12, extraversion = 3.71, agreeableness = 2.84, neuroticism = 2.05)"
2,5,"(7, 33)",42.0,2,6,1,female,Int64[],false,0.0,Int64[],Int64[],[34],false,false,"(openness = 2.85, conscientiousness = 3.05, extraversion = 1.0, agreeableness = 2.42, neuroticism = 5.0)"
2,6,"(23, 28)",9.0,2,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.11, conscientiousness = 3.54, extraversion = 2.91, agreeableness = 4.04, neuroticism = 2.98)"
2,7,"(9, 39)",12.0,2,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.01, conscientiousness = 3.59, extraversion = 3.06, agreeableness = 3.35, neuroticism = 2.91)"
2,8,"(33, 17)",14.0,2,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.09, conscientiousness = 3.16, extraversion = 1.85, agreeableness = 2.4, neuroticism = 2.64)"
2,10,"(39, 45)",12.0,2,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.44, conscientiousness = 3.68, extraversion = 3.12, agreeableness = 4.18, neuroticism = 3.5)"
2,11,"(34, 3)",10.0,2,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.05, conscientiousness = 3.5, extraversion = 2.9, agreeableness = 3.46, neuroticism = 3.31)"
2,12,"(22, 9)",6.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.43, conscientiousness = 3.4, extraversion = 1.82, agreeableness = 3.09, neuroticism = 4.09)"
2,13,"(17, 33)",11.0,2,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.41, conscientiousness = 3.79, extraversion = 2.62, agreeableness = 3.46, neuroticism = 3.31)"
2,15,"(27, 17)",6.0,2,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 2.84, conscientiousness = 2.99, extraversion = 3.68, agreeableness = 3.77, neuroticism = 2.64)"
2,16,"(38, 38)",5.0,2,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.46, conscientiousness = 4.2, extraversion = 3.0, agreeableness = 3.12, neuroticism = 1.0)"
2,17,"(13, 42)",25.0,2,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.99, conscientiousness = 2.65, extraversion = 3.93, agreeableness = 3.08, neuroticism = 3.32)"
2,19,"(48, 27)",18.0,2,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.36, conscientiousness = 4.47, extraversion = 2.89, agreeableness = 4.46, neuroticism = 3.43)"
2,20,"(13, 9)",12.0,2,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.33, conscientiousness = 3.75, extraversion = 4.64, agreeableness = 4.79, neuroticism = 2.02)"
2,21,"(6, 20)",22.0,2,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.84, conscientiousness = 2.85, extraversion = 1.21, agreeableness = 2.1, neuroticism = 2.6)"
2,22,"(20, 18)",19.0,2,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.46, conscientiousness = 3.13, extraversion = 3.29, agreeableness = 3.67, neuroticism = 3.04)"
2,23,"(32, 4)",27.0,2,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.6, conscientiousness = 3.31, extraversion = 2.41, agreeableness = 3.86, neuroticism = 3.85)"
2,24,"(13, 46)",16.0,2,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.7, conscientiousness = 3.69, extraversion = 3.88, agreeableness = 4.33, neuroticism = 4.16)"
2,25,"(10, 9)",12.0,2,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 5.0, conscientiousness = 5.0, extraversion = 4.81, agreeableness = 3.2, neuroticism = 1.68)"
2,26,"(44, 16)",17.0,2,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 4.58, conscientiousness = 4.33, extraversion = 3.64, agreeableness = 4.06, neuroticism = 2.51)"
2,27,"(36, 1)",22.0,2,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 2.93, conscientiousness = 3.38, extraversion = 3.51, agreeableness = 4.19, neuroticism = 3.67)"
2,29,"(40, 14)",12.0,2,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.36, conscientiousness = 1.65, extraversion = 2.66, agreeableness = 2.63, neuroticism = 4.06)"
2,31,"(13, 39)",33.0,2,5,2,female,Int64[],false,0.0,Int64[],Int64[],[14],false,false,"(openness = 3.94, conscientiousness = 3.27, extraversion = 3.02, agreeableness = 3.64, neuroticism = 3.86)"
2,32,"(25, 40)",12.0,2,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.66, conscientiousness = 2.93, extraversion = 2.26, agreeableness = 4.21, neuroticism = 3.73)"
2,35,"(31, 50)",9.0,2,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 2.57, conscientiousness = 3.04, extraversion = 2.11, agreeableness = 3.89, neuroticism = 1.85)"
2,36,"(43, 42)",4.0,2,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,false,"(openness = 3.2, conscientiousness = 1.43, extraversion = 2.66, agreeableness = 3.55, neuroticism = 3.95)"
2,37,"(28, 2)",5.0,2,6,3,female,Int64[],false,0.0,Int64[],Int64[],[33],false,false,"(openness = 3.48, conscientiousness = 2.14, extraversion = 3.12, agreeableness = 3.27, neuroticism = 3.58)"
