time,id,pos,sugar,age,vision,metabolism,sex,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,traits
0,28,"(26, 19)",5.0,0,2,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.27, conscientiousness = 2.36, extraversion = 2.39, agreeableness = 4.23, neuroticism = 3.96)"
0,29,"(43, 15)",14.0,0,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 2.92, conscientiousness = 3.66, extraversion = 3.67, agreeableness = 3.1, neuroticism = 3.87)"
0,30,"(17, 36)",19.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 4.07, conscientiousness = 3.28, extraversion = 4.79, agreeableness = 3.75, neuroticism = 2.88)"
0,31,"(19, 39)",20.0,0,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.0, conscientiousness = 2.54, extraversion = 3.07, agreeableness = 4.98, neuroticism = 3.35)"
0,32,"(25, 41)",16.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.61, conscientiousness = 2.93, extraversion = 2.49, agreeableness = 3.63, neuroticism = 3.42)"
0,33,"(26, 2)",7.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.5, conscientiousness = 2.75, extraversion = 1.56, agreeableness = 3.59, neuroticism = 3.4)"
0,34,"(5, 33)",24.0,0,1,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.21, conscientiousness = 2.7, extraversion = 2.1, agreeableness = 3.66, neuroticism = 4.91)"
0,35,"(31, 50)",13.0,0,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.32, conscientiousness = 3.45, extraversion = 2.73, agreeableness = 4.92, neuroticism = 2.44)"
0,36,"(43, 42)",6.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.8, conscientiousness = 4.15, extraversion = 2.38, agreeableness = 3.98, neuroticism = 2.42)"
0,37,"(24, 8)",5.0,0,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 4.93, conscientiousness = 4.38, extraversion = 2.62, agreeableness = 5.0, neuroticism = 2.1)"
0,38,"(38, 17)",17.0,0,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 4.06, conscientiousness = 4.89, extraversion = 3.57, agreeableness = 3.72, neuroticism = 2.88)"
0,39,"(9, 24)",15.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 5.0, conscientiousness = 2.83, extraversion = 2.02, agreeableness = 3.58, neuroticism = 3.3)"
0,40,"(19, 35)",21.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 5.0, conscientiousness = 3.22, extraversion = 2.17, agreeableness = 3.4, neuroticism = 2.94)"
0,41,"(2, 18)",6.0,0,1,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 4.49, conscientiousness = 3.01, extraversion = 2.4, agreeableness = 3.1, neuroticism = 1.63)"
0,42,"(23, 13)",16.0,0,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.76, conscientiousness = 2.64, extraversion = 2.27, agreeableness = 3.93, neuroticism = 2.32)"
0,43,"(48, 9)",10.0,0,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.57, conscientiousness = 3.24, extraversion = 4.63, agreeableness = 4.91, neuroticism = 3.71)"
0,44,"(10, 1)",18.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.91, conscientiousness = 2.5, extraversion = 2.32, agreeableness = 3.31, neuroticism = 2.69)"
0,45,"(44, 32)",14.0,0,6,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.75, conscientiousness = 3.44, extraversion = 2.74, agreeableness = 3.73, neuroticism = 3.98)"
0,46,"(23, 40)",21.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 4.29, conscientiousness = 4.22, extraversion = 2.6, agreeableness = 3.1, neuroticism = 3.98)"
0,47,"(5, 12)",11.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 4.72, conscientiousness = 2.3, extraversion = 4.16, agreeableness = 4.14, neuroticism = 2.99)"
0,48,"(44, 33)",18.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 3.59, conscientiousness = 2.53, extraversion = 4.36, agreeableness = 4.55, neuroticism = 2.06)"
0,49,"(6, 24)",13.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 5.0, conscientiousness = 4.6, extraversion = 2.45, agreeableness = 4.69, neuroticism = 3.29)"
0,50,"(14, 21)",25.0,0,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(openness = 4.58, conscientiousness = 3.45, extraversion = 3.88, agreeableness = 4.61, neuroticism = 2.35)"
1,1,"(2, 21)",7.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.3, conscientiousness = 4.06, extraversion = 5.0, agreeableness = 5.0, neuroticism = 1.74)"
1,2,"(11, 46)",8.0,1,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 2.88, conscientiousness = 4.74, extraversion = 4.21, agreeableness = 5.0, neuroticism = 3.29)"
1,3,"(30, 5)",13.0,1,1,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.64, conscientiousness = 3.19, extraversion = 4.0, agreeableness = 3.02, neuroticism = 3.36)"
1,4,"(5, 12)",25.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],[47],false,"(openness = 3.44, conscientiousness = 3.63, extraversion = 2.86, agreeableness = 4.0, neuroticism = 4.3)"
1,5,"(6, 34)",23.0,1,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.52, conscientiousness = 3.92, extraversion = 4.06, agreeableness = 5.0, neuroticism = 2.77)"
1,6,"(24, 28)",10.0,1,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.88, conscientiousness = 3.58, extraversion = 4.41, agreeableness = 4.26, neuroticism = 3.27)"
1,7,"(9, 40)",10.0,1,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.21, conscientiousness = 1.48, extraversion = 2.2, agreeableness = 3.14, neuroticism = 5.0)"
1,8,"(33, 21)",14.0,1,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.03, conscientiousness = 3.0, extraversion = 2.93, agreeableness = 3.54, neuroticism = 1.04)"
1,9,"(13, 19)",9.0,1,2,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.48, conscientiousness = 3.17, extraversion = 4.01, agreeableness = 5.0, neuroticism = 3.14)"
1,10,"(39, 45)",13.0,1,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.93, conscientiousness = 3.04, extraversion = 2.77, agreeableness = 3.04, neuroticism = 4.0)"
1,11,"(35, 3)",9.0,1,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 2.81, conscientiousness = 2.48, extraversion = 3.07, agreeableness = 4.37, neuroticism = 3.02)"
1,12,"(24, 10)",8.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.4, conscientiousness = 2.84, extraversion = 3.37, agreeableness = 4.04, neuroticism = 2.22)"
1,13,"(17, 29)",12.0,1,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.88, conscientiousness = 2.02, extraversion = 2.82, agreeableness = 5.0, neuroticism = 2.9)"
1,14,"(13, 40)",12.0,1,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 2.02, conscientiousness = 2.18, extraversion = 3.31, agreeableness = 3.69, neuroticism = 2.84)"
1,15,"(27, 18)",6.0,1,4,2,female,Int64[],false,0.0,Int64[],Int64[],[28],false,"(openness = 3.76, conscientiousness = 2.99, extraversion = 2.98, agreeableness = 3.54, neuroticism = 4.26)"
1,16,"(38, 38)",8.0,1,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.93, conscientiousness = 2.9, extraversion = 5.0, agreeableness = 5.0, neuroticism = 2.02)"
1,17,"(13, 43)",23.0,1,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.08, conscientiousness = 3.23, extraversion = 4.03, agreeableness = 3.79, neuroticism = 2.31)"
1,18,"(48, 18)",8.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.77, conscientiousness = 3.49, extraversion = 3.52, agreeableness = 3.4, neuroticism = 3.8)"
1,19,"(48, 27)",20.0,1,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.27, conscientiousness = 3.55, extraversion = 1.29, agreeableness = 4.89, neuroticism = 3.49)"
1,20,"(13, 9)",13.0,1,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.11, conscientiousness = 4.74, extraversion = 2.78, agreeableness = 4.85, neuroticism = 4.75)"
1,21,"(6, 20)",23.0,1,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.35, conscientiousness = 3.62, extraversion = 2.58, agreeableness = 3.03, neuroticism = 3.52)"
1,22,"(20, 18)",22.0,1,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.0, conscientiousness = 2.18, extraversion = 2.31, agreeableness = 3.19, neuroticism = 2.53)"
1,23,"(31, 4)",25.0,1,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.19, conscientiousness = 3.39, extraversion = 4.06, agreeableness = 2.67, neuroticism = 2.77)"
1,24,"(13, 47)",15.0,1,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.53, conscientiousness = 2.07, extraversion = 5.0, agreeableness = 4.4, neuroticism = 2.36)"
1,25,"(10, 9)",15.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.09, conscientiousness = 2.99, extraversion = 4.12, agreeableness = 4.92, neuroticism = 4.64)"
1,26,"(43, 17)",18.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.99, conscientiousness = 2.51, extraversion = 3.39, agreeableness = 3.39, neuroticism = 3.39)"
1,27,"(36, 1)",24.0,1,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.09, conscientiousness = 4.81, extraversion = 2.64, agreeableness = 3.56, neuroticism = 3.37)"
1,29,"(42, 15)",12.0,1,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 2.92, conscientiousness = 3.66, extraversion = 3.67, agreeableness = 3.1, neuroticism = 3.87)"
1,31,"(18, 39)",22.0,1,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.0, conscientiousness = 2.54, extraversion = 3.07, agreeableness = 4.98, neuroticism = 3.35)"
1,32,"(25, 41)",14.0,1,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.61, conscientiousness = 2.93, extraversion = 2.49, agreeableness = 3.63, neuroticism = 3.42)"
1,33,"(27, 2)",5.0,1,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.5, conscientiousness = 2.75, extraversion = 1.56, agreeableness = 3.59, neuroticism = 3.4)"
1,34,"(6, 33)",22.0,1,1,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.21, conscientiousness = 2.7, extraversion = 2.1, agreeableness = 3.66, neuroticism = 4.91)"
1,35,"(31, 50)",11.0,1,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.32, conscientiousness = 3.45, extraversion = 2.73, agreeableness = 4.92, neuroticism = 2.44)"
1,36,"(43, 42)",5.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.8, conscientiousness = 4.15, extraversion = 2.38, agreeableness = 3.98, neuroticism = 2.42)"
1,37,"(28, 8)",5.0,1,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.93, conscientiousness = 4.38, extraversion = 2.62, agreeableness = 5.0, neuroticism = 2.1)"
1,38,"(38, 16)",19.0,1,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.06, conscientiousness = 4.89, extraversion = 3.57, agreeableness = 3.72, neuroticism = 2.88)"
1,39,"(9, 24)",14.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 5.0, conscientiousness = 2.83, extraversion = 2.02, agreeableness = 3.58, neuroticism = 3.3)"
1,40,"(17, 36)",39.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],[30],false,"(openness = 5.0, conscientiousness = 3.22, extraversion = 2.17, agreeableness = 3.4, neuroticism = 2.94)"
1,41,"(2, 18)",3.0,1,1,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.49, conscientiousness = 3.01, extraversion = 2.4, agreeableness = 3.1, neuroticism = 1.63)"
1,42,"(24, 13)",17.0,1,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.76, conscientiousness = 2.64, extraversion = 2.27, agreeableness = 3.93, neuroticism = 2.32)"
1,43,"(46, 9)",8.0,1,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.57, conscientiousness = 3.24, extraversion = 4.63, agreeableness = 4.91, neuroticism = 3.71)"
1,44,"(10, 1)",15.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.91, conscientiousness = 2.5, extraversion = 2.32, agreeableness = 3.31, neuroticism = 2.69)"
1,46,"(22, 40)",22.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.29, conscientiousness = 4.22, extraversion = 2.6, agreeableness = 3.1, neuroticism = 3.98)"
1,48,"(44, 32)",25.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],[45],false,"(openness = 3.59, conscientiousness = 2.53, extraversion = 4.36, agreeableness = 4.55, neuroticism = 2.06)"
1,49,"(6, 24)",12.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 5.0, conscientiousness = 4.6, extraversion = 2.45, agreeableness = 4.69, neuroticism = 3.29)"
1,50,"(14, 21)",23.0,1,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.58, conscientiousness = 3.45, extraversion = 3.88, agreeableness = 4.61, neuroticism = 2.35)"
2,2,"(14, 43)",11.0,2,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 2.88, conscientiousness = 4.74, extraversion = 4.21, agreeableness = 5.0, neuroticism = 3.29)"
2,4,"(5, 12)",23.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.44, conscientiousness = 3.63, extraversion = 2.86, agreeableness = 4.0, neuroticism = 4.3)"
2,5,"(7, 33)",42.0,2,6,1,female,Int64[],false,0.0,Int64[],Int64[],[34],false,"(openness = 3.52, conscientiousness = 3.92, extraversion = 4.06, agreeableness = 5.0, neuroticism = 2.77)"
2,6,"(24, 28)",9.0,2,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.88, conscientiousness = 3.58, extraversion = 4.41, agreeableness = 4.26, neuroticism = 3.27)"
2,7,"(9, 39)",12.0,2,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.21, conscientiousness = 1.48, extraversion = 2.2, agreeableness = 3.14, neuroticism = 5.0)"
2,8,"(33, 17)",14.0,2,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.03, conscientiousness = 3.0, extraversion = 2.93, agreeableness = 3.54, neuroticism = 1.04)"
2,10,"(39, 45)",12.0,2,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.93, conscientiousness = 3.04, extraversion = 2.77, agreeableness = 3.04, neuroticism = 4.0)"
2,11,"(35, 4)",10.0,2,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 2.81, conscientiousness = 2.48, extraversion = 3.07, agreeableness = 4.37, neuroticism = 3.02)"
2,12,"(28, 9)",9.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.4, conscientiousness = 2.84, extraversion = 3.37, agreeableness = 4.04, neuroticism = 2.22)"
2,13,"(17, 33)",11.0,2,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.88, conscientiousness = 2.02, extraversion = 2.82, agreeableness = 5.0, neuroticism = 2.9)"
2,14,"(13, 41)",14.0,2,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 2.02, conscientiousness = 2.18, extraversion = 3.31, agreeableness = 3.69, neuroticism = 2.84)"
2,15,"(27, 17)",6.0,2,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.76, conscientiousness = 2.99, extraversion = 2.98, agreeableness = 3.54, neuroticism = 4.26)"
2,16,"(38, 38)",5.0,2,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.93, conscientiousness = 2.9, extraversion = 5.0, agreeableness = 5.0, neuroticism = 2.02)"
2,17,"(13, 42)",25.0,2,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.08, conscientiousness = 3.23, extraversion = 4.03, agreeableness = 3.79, neuroticism = 2.31)"
2,19,"(48, 27)",18.0,2,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.27, conscientiousness = 3.55, extraversion = 1.29, agreeableness = 4.89, neuroticism = 3.49)"
2,20,"(13, 9)",12.0,2,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.11, conscientiousness = 4.74, extraversion = 2.78, agreeableness = 4.85, neuroticism = 4.75)"
2,21,"(2, 20)",27.0,2,4,1,female,Int64[],false,0.0,Int64[],Int64[],[1],false,"(openness = 4.35, conscientiousness = 3.62, extraversion = 2.58, agreeableness = 3.03, neuroticism = 3.52)"
2,22,"(20, 18)",19.0,2,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.0, conscientiousness = 2.18, extraversion = 2.31, agreeableness = 3.19, neuroticism = 2.53)"
2,23,"(30, 5)",38.0,2,2,1,male,Int64[],false,0.0,Int64[],Int64[],[3],false,"(openness = 4.19, conscientiousness = 3.39, extraversion = 4.06, agreeableness = 2.67, neuroticism = 2.77)"
2,24,"(14, 47)",16.0,2,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.53, conscientiousness = 2.07, extraversion = 5.0, agreeableness = 4.4, neuroticism = 2.36)"
2,25,"(10, 9)",12.0,2,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.09, conscientiousness = 2.99, extraversion = 4.12, agreeableness = 4.92, neuroticism = 4.64)"
2,26,"(44, 16)",17.0,2,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.99, conscientiousness = 2.51, extraversion = 3.39, agreeableness = 3.39, neuroticism = 3.39)"
2,27,"(35, 1)",23.0,2,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.09, conscientiousness = 4.81, extraversion = 2.64, agreeableness = 3.56, neuroticism = 3.37)"
2,29,"(44, 17)",14.0,2,5,4,male,Int64[],false,0.0,Int64[],Int64[],[18],false,"(openness = 2.92, conscientiousness = 3.66, extraversion = 3.67, agreeableness = 3.1, neuroticism = 3.87)"
2,32,"(25, 40)",12.0,2,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.61, conscientiousness = 2.93, extraversion = 2.49, agreeableness = 3.63, neuroticism = 3.42)"
2,33,"(28, 2)",3.0,2,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.5, conscientiousness = 2.75, extraversion = 1.56, agreeableness = 3.59, neuroticism = 3.4)"
2,35,"(31, 50)",9.0,2,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.32, conscientiousness = 3.45, extraversion = 2.73, agreeableness = 4.92, neuroticism = 2.44)"
2,36,"(43, 42)",4.0,2,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 3.8, conscientiousness = 4.15, extraversion = 2.38, agreeableness = 3.98, neuroticism = 2.42)"
2,37,"(32, 9)",6.0,2,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.93, conscientiousness = 4.38, extraversion = 2.62, agreeableness = 5.0, neuroticism = 2.1)"
2,38,"(38, 15)",21.0,2,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 4.06, conscientiousness = 4.89, extraversion = 3.57, agreeableness = 3.72, neuroticism = 2.88)"
2,39,"(9, 24)",13.0,2,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(openness = 5.0, conscientiousness = 2.83, extraversion = 2.02, agreeableness = 3.58, neuroticism = 3.3)"
2,40,"(18, 39)",58.0,2,5,4,female,Int64[],false,0.0,Int64[],Int64[],[31],false,"(openness = 5.0, conscientiousness = 3.22, extraversion = 2.17, agreeableness = 3.4, neuroticism = 2.94)"
