id,pos_1,pos_2,vision,metabolism,sugar,age,max_age,sex,has_reproduced,initial_sugar,children,total_inheritance_received,culture,loans_given,loans_owed,diseases,immunity,last_partner_id,last_credit_partner,schwartz_values
50,14,21,5,2,25.0,0,62,female,false,25.0,Int64[],0.0,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.68, stimulation = -2.86, hedonism = 0.02, achievement = -0.69, power = 0.08, security = 0.74, conformity = 0.72, tradition = 0.52, benevolence = 0.02, universalism = 0.77)"
2,10,47,6,1,6.0,0,93,male,false,6.0,Int64[],0.0,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.45, stimulation = -2.41, hedonism = 0.75, achievement = -1.22, power = -0.18, security = 1.0, conformity = 1.75, tradition = -0.0, benevolence = -0.13, universalism = -0.0)"
10,39,45,6,1,14.0,0,71,male,false,14.0,Int64[],0.0,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.01, stimulation = -0.25, hedonism = 0.15, achievement = -0.42, power = -1.58, security = 0.55, conformity = -0.33, tradition = 0.26, benevolence = 1.4, universalism = 0.23)"
18,50,21,5,4,11.0,0,61,female,false,11.0,Int64[],0.0,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 1.11, stimulation = -0.5, hedonism = 0.64, achievement = 0.12, power = -0.67, security = 0.29, conformity = -2.17, tradition = -0.17, benevolence = 0.41, universalism = 0.96)"
26,44,18,2,3,19.0,0,61,female,false,19.0,Int64[],0.0,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = -0.16, stimulation = -1.32, hedonism = -1.2, achievement = -0.11, power = -1.29, security = 0.62, conformity = 0.83, tradition = 0.75, benevolence = 1.4, universalism = 0.49)"
27,37,1,1,3,25.0,0,76,male,false,25.0,Int64[],0.0,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 1.02, stimulation = -0.64, hedonism = 0.32, achievement = -1.07, power = -1.01, security = 0.38, conformity = -1.13, tradition = -0.02, benevolence = 1.29, universalism = 0.85)"
42,23,13,2,1,16.0,0,67,male,false,16.0,Int64[],0.0,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.54, stimulation = -0.44, hedonism = 0.97, achievement = -1.06, power = -0.44, security = -0.56, conformity = 1.13, tradition = -0.38, benevolence = 0.08, universalism = 0.17)"
16,38,38,6,3,11.0,0,91,female,false,11.0,Int64[],0.0,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.61, stimulation = -0.41, hedonism = -0.15, achievement = -0.68, power = 0.07, security = 0.09, conformity = 0.34, tradition = -0.64, benevolence = -0.07, universalism = 0.84)"
20,13,9,4,1,14.0,0,87,male,false,14.0,Int64[],0.0,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = -0.32, stimulation = -0.77, hedonism = 0.29, achievement = -0.36, power = 0.48, security = 0.62, conformity = -0.6, tradition = 0.52, benevolence = 0.33, universalism = -0.19)"
19,48,27,4,2,22.0,0,98,female,false,22.0,Int64[],0.0,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 1.27, stimulation = -1.0, hedonism = 0.4, achievement = -0.76, power = -2.06, security = 0.48, conformity = 0.4, tradition = 0.3, benevolence = 0.49, universalism = 0.48)"
49,6,24,1,1,13.0,0,82,female,false,13.0,Int64[],0.0,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.06, stimulation = -0.69, hedonism = -0.59, achievement = -0.83, power = -1.84, security = -0.26, conformity = 1.07, tradition = 1.45, benevolence = 1.2, universalism = 0.44)"
44,10,1,2,3,18.0,0,100,female,false,18.0,Int64[],0.0,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.31, stimulation = -1.77, hedonism = -1.25, achievement = -0.53, power = -0.88, security = 1.5, conformity = 0.55, tradition = 0.21, benevolence = 0.7, universalism = 1.16)"
9,13,19,2,4,13.0,0,95,male,false,13.0,Int64[],0.0,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 1.5, stimulation = -1.87, hedonism = -0.63, achievement = -0.48, power = -0.19, security = 1.74, conformity = -1.22, tradition = -0.55, benevolence = 0.62, universalism = 1.09)"
31,19,39,5,2,20.0,0,60,female,false,20.0,Int64[],0.0,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.89, stimulation = 0.15, hedonism = -0.76, achievement = 0.39, power = 0.06, security = 0.04, conformity = -0.66, tradition = 0.51, benevolence = -0.08, universalism = -0.54)"
29,43,15,5,4,14.0,0,98,male,false,14.0,Int64[],0.0,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 1.83, stimulation = 0.31, hedonism = 2.27, achievement = -0.11, power = -2.16, security = -0.22, conformity = -2.9, tradition = -1.05, benevolence = 0.86, universalism = 1.17)"
46,23,40,6,2,21.0,0,68,male,false,21.0,Int64[],0.0,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = -0.8, stimulation = -1.99, hedonism = -0.74, achievement = -0.29, power = -0.47, security = 1.9, conformity = 0.73, tradition = 1.01, benevolence = 0.9, universalism = -0.24)"
21,6,20,4,1,24.0,0,91,female,false,24.0,Int64[],0.0,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.4, stimulation = 0.87, hedonism = -0.08, achievement = -2.22, power = -0.7, security = 1.62, conformity = -1.74, tradition = -1.04, benevolence = 1.41, universalism = 1.48)"
38,38,17,2,1,17.0,0,60,female,false,17.0,Int64[],0.0,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = -0.27, stimulation = -1.18, hedonism = -0.36, achievement = -0.5, power = 0.26, security = 0.26, conformity = 1.4, tradition = -0.47, benevolence = 0.57, universalism = 0.28)"
24,12,50,6,2,14.0,0,83,female,false,14.0,Int64[],0.0,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.06, stimulation = -1.44, hedonism = 0.65, achievement = -0.6, power = 1.51, security = -0.74, conformity = 1.13, tradition = -0.93, benevolence = 0.06, universalism = 0.29)"
8,33,22,4,3,15.0,0,74,male,false,15.0,Int64[],0.0,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 1.42, stimulation = 0.57, hedonism = -0.08, achievement = -0.67, power = -1.72, security = -0.9, conformity = -1.15, tradition = 0.8, benevolence = 1.51, universalism = 0.23)"
17,13,44,1,2,22.0,0,93,male,false,22.0,Int64[],0.0,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = 0.12, stimulation = -2.5, hedonism = -1.41, achievement = -0.07, power = 1.07, security = 1.36, conformity = 0.76, tradition = -0.76, benevolence = 0.68, universalism = 0.77)"
37,24,8,6,3,5.0,0,91,female,false,5.0,Int64[],0.0,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],"(self_direction = -1.11, stimulation = 0.67, hedonism = 0.62, achievement = -0.16, power = 0.43, security = -0.3, conformity = -0.13, tradition = -0.11, benevolence = -0.77, universalism = 0.86)"
